customer_id,gender,age,country,signup_date,last_purchase_date,recency_days,frequency,monetary_value,preferred_category,acquisition_channel,email_open_rate,churn_risk_score
CUST_10469,F,34.0,Nigeria,2024-12-14,2024-12-27,125,6.0,492.58,Skincare,Paid Ads,0.42,0.74
CUST_10470,M,37.0,Canada,2023-04-01,2023-06-05,696,3.0,247.31,makeup,Email,0.49,1.0
CUST_10471,M,29.0,Nigeria,2023-10-21,2023-12-18,500,2.0,458.48,Wellness,Paid Ads,0.08,1.0
CUST_10472,,20.0,USA,2024-09-05,2025-01-13,108,1.0,419.37,Haircare,Social Media,0.35,0.52
CUST_10473,Male,16.0,UK,2023-03-30,2024-01-06,481,2.0,110.26,Wellness,Paid Ads,0.47,1.0
CUST_10474,,,USA,2023-04-03,2024-10-16,197,2.0,150.89,Makeup,Social Media,0.51,0.78
CUST_10475,Male,41.0,UK,2024-04-10,2024-11-02,180,3.0,90.63,Wellness,Referral,0.04,0.71
CUST_10476,Female,43.0,Kenya,2023-04-30,2024-10-06,207,4.0,117.58,Makeup,Email,0.24,0.73
CUST_10477,M,45.0,UK,2023-12-14,2025-04-19,12,5.0,156.55,Makeup,Email,0.15,0.22
CUST_10478,Female,50.0,Canada,2024-10-10,2025-04-29,2,5.0,320.6,Haircare,Email,0.12,0.12
CUST_10479,F,45.0,USA,2024-12-18,2025-02-23,67,4.0,45.28,Bodycare,Paid Ads,0.26,0.39
CUST_10480,M,33.0,UK,2024-08-10,2024-12-25,127,1.0,51.37,Haircare,Paid Ads,0.64,0.58
CUST_10481,Male,35.0,Kenya,2023-07-31,2024-03-21,406,4.0,61.86,Makeup,Organic Search,0.1,1.0
CUST_10482,Female,24.0,Canada,2024-09-20,2024-09-21,222,5.0,83.38,Skincare,Social Media,0.22,0.57
CUST_10483,,24.0,Nigeria,2023-10-09,2025-02-22,68,2.0,31.84,Makeup,Paid Ads,0.44,0.42
CUST_10484,,31.0,Nigeria,2024-03-09,2024-11-08,174,2.0,142.33,Bodycare,Paid Ads,0.09,0.66
CUST_10485,M,35.0,Nigeria,2024-04-16,2024-09-24,219,2.0,258.15000000000003,Haircare,Organic Search,0.28,0.7
CUST_10486,F,29.0,Kenya,2023-07-11,2025-01-22,99,5.0,249.01,Makeup,Paid Ads,0.19,0.51
CUST_10487,M,36.0,Canada,2024-12-18,2025-03-23,39,1.0,157.96,Wellness,Paid Ads,0.24,0.5
CUST_10488,,36.0,USA,2023-10-04,2024-06-01,334,7.0,142.84,Haircare,Paid Ads,0.37,0.99
CUST_10489,M,44.0,UK,2024-03-07,2024-11-17,165,4.0,14.84,Makeup,Social Media,0.37,0.59
CUST_10490,M,16.0,Nigeria,2024-08-04,2024-08-28,246,2.0,166.84,Skincare,Social Media,0.19,0.9
CUST_10491,M,27.0,USA,2024-04-05,2025-04-21,10,4.0,217.65,Makeup,Social Media,0.23,0.23
CUST_10492,F,,USA,2023-12-26,2025-03-14,48,2.0,474.37,Makeup,Referral,0.17,0.58
CUST_10493,Male,31.0,Kenya,2023-12-30,2024-06-13,322,3.0,218.95,Wellness,Email,0.47,1.0
CUST_10494,,36.0,UK,2023-06-21,2025-04-06,25,5.0,190.31,Makeup,Organic Search,0.08,0.35
CUST_10495,Female,34.0,UK,2023-11-18,2024-10-07,206,7.0,161.86,Makeup,Social Media,0.32,0.67
CUST_10496,M,16.0,Kenya,2024-08-24,2025-01-04,117,3.0,662.45,Haircare,Paid Ads,0.31,0.45
CUST_10497,Male,53.0,USA,2023-08-04,2024-01-21,466,1.0,165.94,Wellness,Organic Search,0.2,1.0
CUST_10498,M,35.0,USA,2023-04-17,2024-01-10,477,3.0,270.37,Wellness,Paid Ads,0.21,1.0
CUST_10499,F,36.0,UK,2023-05-15,2024-11-04,178,5.0,153.72,Bodycare,Social Media,0.22,0.79
CUST_10500,M,32.0,Nigeria,2023-10-06,2025-04-19,12,2.0,87.18,Makeup,Referral,0.05,0.19
CUST_10501,M,49.0,Nigeria,2024-03-21,2024-12-14,138,5.0,185.27,Bodycare,Paid Ads,0.31,0.55
CUST_10502,Female,17.0,Kenya,2024-02-27,2024-07-09,296,5.0,1059.1,Makeup,Paid Ads,0.31,1.0
CUST_10503,F,46.0,Nigeria,2023-01-09,2024-12-13,139,3.0,383.5,Wellness,Email,0.44,0.54
CUST_10504,F,34.0,USA,2024-07-15,2025-01-22,99,5.0,500.58,Wellness,Paid Ads,0.19,0.55
CUST_10505,M,56.0,UK,2023-09-27,2023-12-17,501,5.0,207.21,Makeup,Social Media,0.2,1.0
CUST_10506,F,24.0,Nigeria,2023-10-03,2024-11-28,154,4.0,210.78,Haircare,Email,0.03,0.67
CUST_10507,,26.0,Nigeria,2024-05-18,2024-08-22,252,6.0,147.15,makeup,Organic Search,0.18,1.0
CUST_10508,F,26.0,Canada,2023-01-09,2023-09-04,605,6.0,1821.25,Haircare,Social Media,0.28,1.0
CUST_10509,M,25.0,Canada,2024-12-14,2024-12-22,130,2.0,211.53,Haircare,Email,0.48,0.52
CUST_10510,Female,16.0,UK,2023-07-16,2024-03-28,399,4.0,403.99,Skincare,Paid Ads,0.19,1.0
CUST_10511,M,19.0,Canada,2023-09-11,2023-10-15,564,6.0,292.36,Skincare,Paid Ads,0.1,1.0
CUST_10512,M,29.0,Kenya,2023-11-27,2024-05-07,359,3.0,390.21,Makeup,Social Media,0.36,1.0
CUST_10513,M,33.0,UK,2024-01-05,2025-04-03,28,6.0,154.56,Skincare,Email,0.47,0.32
CUST_10514,F,,Kenya,2024-08-21,2024-09-20,223,4.0,362.5,Skincare,Email,0.05,0.73
CUST_10515,,16.0,USA,2023-09-12,2024-02-20,436,5.0,215.02,Bodycare,Organic Search,0.09,1.0
CUST_10516,Female,38.0,UK,2024-12-19,2025-01-15,106,6.0,424.22,Makeup,Social Media,0.79,0.56
CUST_10517,M,30.0,USA,2024-12-06,2025-03-12,50,5.0,95.78,Skincare,Email,0.35,0.35
CUST_10518,,45.0,Canada,2023-07-14,2025-02-13,77,1.0,73.15,Wellness,Referral,0.64,0.56
CUST_10519,,38.0,Nigeria,2023-06-08,2024-09-10,233,5.0,72.96,Bodycare,Referral,0.76,0.86
CUST_10520,M,27.0,USA,2024-09-26,2024-12-28,124,4.0,100.99,Skincare,Referral,0.35,0.64
CUST_10521,M,26.0,Canada,2024-07-18,2024-10-04,209,2.0,120.72,Bodycare,Referral,0.2,0.81
CUST_10522,Female,,UK,2023-07-02,2023-08-03,637,5.0,10.92,skincare,Email,0.66,1.0
CUST_10523,M,30.0,Nigeria,2023-09-20,2023-11-09,539,4.0,35.86,skincare,Paid Ads,0.29,1.0
CUST_10524,M,35.0,USA,2024-04-24,2025-03-17,45,2.0,177.37,Wellness,Organic Search,0.44,0.03
CUST_10525,,24.0,USA,2023-03-14,2024-01-19,468,5.0,619.5,Makeup,Paid Ads,0.5,1.0
CUST_10526,,32.0,UK,2024-06-22,2024-10-27,186,6.0,241.93,Makeup,Email,0.1,0.64
CUST_10527,Female,33.0,Nigeria,2024-01-02,2024-12-12,140,6.0,13.04,Skincare,Paid Ads,0.45,0.52
CUST_10528,,43.0,Kenya,2024-11-04,2024-12-14,138,3.0,221.92,Bodycare,Referral,0.34,0.66
CUST_10529,F,34.0,Canada,2024-10-10,2025-01-28,93,5.0,218.77,Haircare,Paid Ads,0.46,0.49
CUST_10530,M,26.0,Kenya,2024-01-04,2024-08-22,252,5.0,326.18,Skincare,Referral,0.02,0.95
CUST_10531,Female,42.0,Kenya,2023-01-07,2023-11-10,538,1.0,452.75,bodycare,Social Media,0.51,1.0
CUST_10532,,32.0,Nigeria,2024-08-08,2024-10-26,187,4.0,383.52,Haircare,Social Media,0.12,0.78
CUST_10533,,36.0,Kenya,2023-11-04,2024-02-06,450,3.0,67.97,Haircare,Social Media,0.11,1.0
CUST_10534,M,30.0,Nigeria,2023-04-08,2024-12-07,145,5.0,375.53,Makeup,Organic Search,0.17,0.59
CUST_10535,F,29.0,Canada,2024-03-02,2024-05-02,364,2.0,23.89,Makeup,Email,0.15,1.0
CUST_10536,Female,25.0,USA,2023-11-23,2024-04-24,372,2.0,79.63,Haircare,Email,0.28,1.0
CUST_10537,M,52.0,Nigeria,2024-05-31,2024-07-16,289,2.0,200.31,Wellness,Social Media,0.35,1.0
CUST_10538,Female,43.0,USA,2024-07-15,2025-02-04,86,7.0,110.82,Wellness,Paid Ads,0.21,0.45
CUST_10539,Male,29.0,UK,2024-05-14,2024-12-02,150,4.0,151.65,Makeup,Referral,0.44,0.78
CUST_10540,Male,19.0,Kenya,2024-03-16,2024-08-28,246,4.0,90.88,Skincare,Email,0.46,0.86
CUST_10541,F,28.0,Kenya,2023-12-19,2024-10-18,195,2.0,179.73,Haircare,Referral,0.34,0.76
CUST_10542,M,30.0,Canada,2023-02-15,2023-10-12,567,4.0,93.12,Skincare,Organic Search,0.38,1.0
CUST_10543,Male,34.0,UK,2023-10-22,2023-11-05,543,4.0,67.74,Bodycare,Organic Search,0.43,1.0
CUST_10544,F,29.0,Nigeria,2023-08-05,2024-02-29,427,5.0,79.02,Makeup,Paid Ads,0.31,1.0
CUST_10545,Female,40.0,Nigeria,2023-02-14,2023-11-02,546,3.0,81.31,Makeup,Email,0.39,1.0
CUST_10546,Female,27.0,Kenya,2024-11-09,2025-04-26,5,1.0,192.97,Bodycare,Email,0.15,0.43
CUST_10547,Male,50.0,Nigeria,2024-12-27,2025-01-08,113,1.0,91.96,Makeup,Paid Ads,0.24,0.44
CUST_10548,Male,28.0,Canada,2024-07-28,2024-08-08,266,3.0,47.03,Bodycare,Email,0.43,1.0
CUST_10549,Male,,Kenya,2023-12-30,2024-11-14,168,5.0,119.41,Makeup,Organic Search,0.11,0.88
CUST_10550,F,22.0,USA,2024-07-22,2024-12-12,140,5.0,480.89,Wellness,Organic Search,0.35,0.58
CUST_10551,M,42.0,Nigeria,2024-10-02,2025-03-26,36,5.0,75.3,Haircare,Social Media,0.58,0.16
CUST_10552,,54.0,Nigeria,2023-05-15,2023-12-12,506,3.0,651.22,Haircare,Social Media,0.79,1.0
CUST_10553,,37.0,Canada,2023-05-29,2025-03-30,32,3.0,510.96,Bodycare,Referral,0.23,0.37
CUST_10554,Female,37.0,UK,2023-01-31,2025-03-24,38,4.0,153.39,Wellness,Social Media,0.35,0.28
CUST_10555,Male,41.0,USA,2023-05-15,2023-11-20,528,,349.42,Makeup,Referral,0.06,1.0
CUST_10556,,25.0,UK,2023-08-25,2023-09-20,589,5.0,287.45,Wellness,Referral,0.03,1.0
CUST_10557,M,34.0,Kenya,2023-07-08,2024-08-07,267,2.0,509.46,Haircare,Email,0.45,0.95
CUST_10558,Female,52.0,Canada,2023-08-16,2024-03-10,417,2.0,260.78,Wellness,Email,0.18,1.0
CUST_10559,F,27.0,UK,2024-03-13,2024-10-06,207,6.0,218.1,Wellness,Email,0.35,0.71
CUST_10560,,28.0,Nigeria,2024-08-31,2025-01-15,106,7.0,48.6,Skincare,Email,0.26,0.59
CUST_10561,M,43.0,USA,2023-09-09,2025-02-21,69,3.0,98.88,Skincare,Referral,0.42,0.51
CUST_10562,Female,38.0,Canada,2024-02-12,2024-07-16,289,8.0,74.42,Haircare,Referral,0.49,0.94
CUST_10563,Female,43.0,UK,2024-04-19,2025-03-15,47,2.0,182.77,Skincare,Referral,0.26,0.32
CUST_10564,,27.0,Canada,2023-11-28,2025-03-03,59,,631.06,Haircare,Organic Search,0.35,0.35
CUST_10565,F,16.0,UK,2023-05-07,2023-08-08,632,4.0,19.94,Bodycare,Email,0.47,1.0
CUST_10566,,41.0,UK,2024-01-23,2024-10-30,183,4.0,289.16,Bodycare,Paid Ads,0.25,0.74
CUST_10567,Male,33.0,UK,2024-12-30,2025-01-05,116,4.0,260.68,Wellness,Paid Ads,0.14,0.37
CUST_10568,Female,19.0,UK,2023-01-04,2024-10-02,211,7.0,1379.75,Wellness,Referral,0.1,0.87
CUST_10569,Female,17.0,Canada,2023-09-01,2024-04-10,386,3.0,148.53,Wellness,Referral,0.35,1.0
CUST_10570,,,Nigeria,2023-10-12,2024-05-11,355,3.0,116.26,bodycare,Organic Search,0.05,1.0
CUST_10571,,29.0,Kenya,2023-12-06,2024-03-04,423,4.0,302.42,Haircare,Social Media,0.16,1.0
CUST_10572,,17.0,Nigeria,2024-08-09,2024-11-07,175,2.0,55.98,Bodycare,Organic Search,0.29,0.54
CUST_10573,F,41.0,Canada,2023-03-11,2025-04-25,6,2.0,139.32,Bodycare,Organic Search,0.13,0.18
CUST_10574,F,21.0,Canada,2024-06-21,2024-10-06,207,4.0,118.6,Skincare,Referral,0.33,0.65
CUST_10575,Female,40.0,Nigeria,2024-12-24,2025-03-07,55,1.0,95.13,Bodycare,Referral,0.19,0.32
CUST_10576,F,60.0,Nigeria,2024-07-30,2025-04-10,21,4.0,249.86,Wellness,Referral,0.17,0.28
CUST_10577,Male,22.0,UK,2023-01-02,2023-05-03,729,,635.5,Skincare,Paid Ads,0.28,1.0
CUST_10578,,31.0,Canada,2023-02-16,2024-01-23,464,8.0,149.5,haircare,Paid Ads,0.46,1.0
CUST_10579,F,36.0,USA,2023-11-12,2024-09-14,229,1.0,64.05,Skincare,Social Media,0.57,0.8
CUST_10580,F,37.0,Nigeria,2024-09-22,2024-09-29,214,4.0,908.14,Bodycare,Email,0.63,0.84
CUST_10581,M,32.0,UK,2024-05-08,2024-07-26,279,2.0,303.76,Makeup,Email,0.41,1.0
CUST_10582,M,26.0,USA,2024-06-17,2024-11-17,165,4.0,133.07,Makeup,Paid Ads,0.04,0.71
CUST_10583,,36.0,Kenya,2023-03-09,2023-08-08,632,3.0,108.4,Wellness,Paid Ads,0.14,1.0
CUST_10584,,28.0,UK,2024-09-01,2024-09-30,213,8.0,489.41,Bodycare,Social Media,0.63,0.8
CUST_10585,M,43.0,UK,2024-01-16,2024-09-03,240,2.0,115.05,Makeup,Organic Search,0.31,0.81
CUST_10586,F,47.0,UK,2023-04-05,2024-07-02,303,4.0,216.47,Makeup,Social Media,0.56,0.98
CUST_10587,M,25.0,Nigeria,2023-11-14,2024-10-14,199,4.0,138.36,Makeup,Paid Ads,0.27,0.58
CUST_10588,Male,24.0,Canada,2024-02-01,2025-01-31,90,11.0,233.19,Bodycare,Referral,0.47,0.34
CUST_10589,Female,30.0,USA,2023-04-16,2024-09-30,213,3.0,238.29,Skincare,Social Media,0.15,0.75
CUST_10590,Male,24.0,UK,2023-10-21,2024-07-30,275,2.0,145.01,Skincare,Paid Ads,0.21,0.87
CUST_10591,F,25.0,Nigeria,2024-07-27,2025-04-16,15,5.0,242.56,Makeup,Paid Ads,0.26,0.42
CUST_10592,F,35.0,UK,2023-03-14,2024-01-26,461,8.0,86.33,Wellness,Organic Search,0.04,1.0
CUST_10593,M,16.0,USA,2023-04-19,2024-05-15,351,3.0,480.74,Haircare,Referral,0.44,1.0
CUST_10594,M,41.0,Kenya,2023-12-07,2024-06-26,309,2.0,346.12,Makeup,Email,0.2,1.0
CUST_10595,,33.0,Canada,2023-04-10,2024-07-19,286,3.0,282.62,Wellness,Paid Ads,0.18,1.0
CUST_10596,Male,45.0,Nigeria,2023-09-22,2024-09-28,215,7.0,382.9,Bodycare,Social Media,0.35,0.94
CUST_10597,M,29.0,USA,2024-05-01,2024-06-27,308,3.0,514.65,Haircare,Social Media,0.22,1.0
CUST_10598,,42.0,Nigeria,2023-04-16,2024-06-04,331,5.0,306.45,Bodycare,Organic Search,0.06,1.0
CUST_10599,F,25.0,Canada,2024-08-27,2024-12-10,142,7.0,34.81,Haircare,Email,0.3,0.5
CUST_10600,Female,34.0,Nigeria,2024-03-17,2025-04-22,9,2.0,132.66,Bodycare,Paid Ads,0.3,0.33
CUST_10601,Male,31.0,USA,2024-12-29,2025-03-12,50,4.0,355.77,Makeup,Referral,0.5,0.38
CUST_10602,Female,22.0,UK,2023-11-12,2024-12-31,121,4.0,632.36,Makeup,Email,0.54,0.51
CUST_10603,F,28.0,USA,2023-04-03,2023-11-11,537,3.0,201.65,Skincare,Paid Ads,0.18,1.0
CUST_10604,M,41.0,Canada,2024-09-22,2025-02-16,74,2.0,70.88,Bodycare,Social Media,0.47,0.56
CUST_10605,M,47.0,Kenya,2023-04-02,2024-11-18,164,,20.05,Wellness,Social Media,0.07,0.59
CUST_10606,Female,36.0,Nigeria,2023-02-24,2023-02-24,797,3.0,49.96,Bodycare,Social Media,0.17,1.0
CUST_10607,Female,30.0,Nigeria,2024-02-08,2024-12-24,128,3.0,198.88,Wellness,Paid Ads,0.16,0.51
CUST_10608,Male,20.0,UK,2024-07-22,2025-02-03,87,0.0,217.38,Wellness,Paid Ads,0.46,0.38
CUST_10609,Male,,USA,2023-05-28,2024-10-07,206,2.0,62.25,Haircare,Email,0.34,0.77
CUST_10610,M,57.0,Nigeria,2024-03-11,2025-01-24,97,4.0,82.19,Makeup,Email,0.15,0.4
CUST_10611,F,40.0,Canada,2024-09-11,2024-09-12,231,8.0,101.4,Haircare,Social Media,0.45,0.99
CUST_10612,M,18.0,Nigeria,2024-01-11,2024-01-28,459,3.0,90.57,Bodycare,Email,0.24,1.0
CUST_10613,Female,47.0,Nigeria,2023-10-14,2025-02-01,89,2.0,401.03,Makeup,Email,0.83,0.49
CUST_10614,Female,27.0,Nigeria,2024-08-16,2025-01-22,99,3.0,296.15,Makeup,Email,0.4,0.43
CUST_10615,M,34.0,Canada,2024-08-10,2025-01-26,95,2.0,267.13,Bodycare,Organic Search,0.46,0.42
CUST_10616,,40.0,Nigeria,2023-09-24,2023-11-25,523,5.0,332.37,Makeup,Social Media,0.36,1.0
CUST_10617,,,Canada,2023-03-26,2023-08-02,638,3.0,70.97,Bodycare,Referral,0.15,1.0
CUST_10618,F,28.0,Kenya,2023-01-15,2025-02-12,78,6.0,28.99,Makeup,Email,0.44,0.48
CUST_10619,F,21.0,Kenya,2024-12-18,2025-02-16,74,4.0,40.15,Skincare,Organic Search,0.32,0.41
CUST_10620,Male,26.0,UK,2024-05-22,2024-12-19,133,3.0,237.8,Wellness,Paid Ads,0.33,0.56
CUST_10621,Male,21.0,Kenya,2023-02-25,2024-12-13,139,1.0,192.12,Skincare,Email,0.13,0.51
CUST_10622,M,49.0,Nigeria,2023-08-28,2024-09-19,224,4.0,160.1,Bodycare,Email,0.3,1.0
CUST_10623,Female,41.0,Canada,2024-01-27,2025-01-08,113,4.0,123.13,Skincare,Referral,0.22,0.43
CUST_10624,F,33.0,Canada,2024-09-17,2025-03-02,60,9.0,275.78,Bodycare,Social Media,0.16,0.09
CUST_10625,,52.0,UK,2024-11-19,2025-04-18,13,2.0,39.08,Haircare,Organic Search,0.44,0.1
CUST_10626,Female,26.0,USA,2024-02-26,2024-04-16,380,4.0,164.66,Bodycare,Social Media,0.3,1.0
CUST_10627,F,39.0,USA,2024-09-26,2024-10-19,194,6.0,142.49,Haircare,Organic Search,0.16,0.84
CUST_10628,Female,35.0,Nigeria,2023-05-14,2024-06-01,334,3.0,680.81,Makeup,Paid Ads,0.45,1.0
CUST_10629,Female,16.0,Kenya,2023-10-29,2025-02-18,72,3.0,321.92,Wellness,Social Media,0.06,0.48
CUST_10630,M,52.0,Kenya,2023-09-21,2024-03-04,423,0.0,87.38,Skincare,Social Media,0.68,1.0
CUST_10631,Female,28.0,Kenya,2023-07-02,2024-09-25,218,4.0,208.33,Haircare,Paid Ads,0.58,0.92
CUST_10632,M,31.0,Nigeria,2024-03-17,2024-07-06,299,3.0,987.92,Wellness,Organic Search,0.24,1.0
CUST_10633,Female,29.0,Nigeria,2023-09-14,2024-12-13,139,,422.51,Skincare,Email,0.07,0.56
CUST_10634,F,44.0,Kenya,2024-02-05,2024-11-25,157,,139.8,Wellness,Email,0.18,0.63
CUST_10635,Female,37.0,USA,2024-01-29,2025-01-15,106,3.0,214.48,Makeup,Social Media,0.34,0.43
CUST_10636,F,25.0,Canada,2023-02-26,2024-12-04,148,6.0,131.94,Bodycare,Social Media,0.31,0.76
CUST_10637,Female,45.0,Kenya,2024-10-25,2024-12-15,137,5.0,106.1,Wellness,Social Media,0.1,0.46
CUST_10638,M,51.0,Kenya,2024-05-13,2024-06-25,310,3.0,145.5,Haircare,Paid Ads,0.26,0.86
CUST_10639,Female,43.0,Nigeria,2023-09-02,2025-01-14,107,2.0,84.68,Bodycare,Email,0.49,0.29
CUST_10640,Female,,USA,2023-12-12,2025-01-18,103,9.0,278.16,Haircare,Referral,0.24,0.49
CUST_10641,M,33.0,Nigeria,2023-06-02,2025-01-15,106,5.0,587.43,Haircare,Organic Search,0.11,0.43
CUST_10642,M,47.0,Nigeria,2023-02-16,2023-10-22,557,4.0,71.76,Haircare,Social Media,0.15,1.0
CUST_10643,Female,34.0,UK,2024-08-28,2024-09-13,230,6.0,335.05,Wellness,Referral,0.42,0.74
CUST_10644,Male,25.0,UK,2024-03-12,2024-08-31,243,3.0,25.75,Wellness,Referral,0.05,0.96
CUST_10645,,36.0,UK,2023-02-16,2024-10-15,198,6.0,268.82,Bodycare,Email,0.38,0.84
CUST_10646,Male,38.0,Nigeria,2023-06-18,2024-09-09,234,4.0,368.25,Haircare,Referral,0.26,0.76
CUST_10647,M,36.0,USA,2024-05-13,2024-06-23,312,,159.56,Skincare,Referral,0.55,1.0
CUST_10648,F,22.0,Canada,2024-12-09,2025-01-10,111,7.0,52.79,Makeup,Paid Ads,0.37,0.57
CUST_10649,Male,24.0,USA,2024-09-02,2024-10-18,195,3.0,428.91,Skincare,Social Media,0.54,0.73
CUST_10650,F,31.0,Nigeria,2023-08-30,2024-03-13,414,2.0,236.73,Skincare,Referral,0.07,1.0
CUST_10651,,27.0,UK,2023-10-11,2023-12-04,514,4.0,205.71,Wellness,Paid Ads,0.24,1.0
CUST_10652,Female,16.0,Kenya,2023-10-19,2024-05-20,346,8.0,194.39,wellness,Organic Search,0.07,1.0
CUST_10653,,24.0,USA,2024-05-11,2025-01-29,92,4.0,290.69,Wellness,Social Media,0.64,0.48
CUST_10654,M,40.0,Kenya,2023-08-24,2023-12-14,504,4.0,413.15,Wellness,Email,0.1,1.0
CUST_10655,Male,37.0,Nigeria,2024-05-11,2024-06-07,328,7.0,302.44,Makeup,Email,0.36,1.0
CUST_10656,F,37.0,UK,2024-10-09,2025-01-08,113,5.0,279.4,haircare,Referral,0.5,0.55
CUST_10657,Female,45.0,USA,2024-04-21,2024-12-11,141,2.0,354.97,Haircare,Referral,0.09,0.41
CUST_10658,Male,42.0,Nigeria,2023-06-24,2025-02-04,86,6.0,215.48,Skincare,Referral,0.28,0.32
CUST_10659,M,42.0,UK,2024-08-28,2024-12-27,125,3.0,233.02,Wellness,Paid Ads,0.06,0.45
CUST_10660,Male,31.0,Nigeria,2023-08-16,2025-04-12,19,2.0,82.6,Skincare,Organic Search,0.38,0.31
CUST_10661,Female,30.0,Nigeria,2023-02-04,2024-04-14,382,6.0,76.36,Skincare,Paid Ads,0.53,1.0
CUST_10662,Female,23.0,USA,2024-12-10,2025-03-24,38,2.0,295.36,Bodycare,Organic Search,0.08,0.2
CUST_10663,Female,35.0,Kenya,2023-06-15,2024-09-27,216,3.0,262.63,Skincare,Email,0.27,0.79
CUST_10664,Male,16.0,Canada,2023-07-09,2024-07-22,283,8.0,231.82,Skincare,Organic Search,0.27,1.0
CUST_10665,M,40.0,Kenya,2024-06-27,2024-07-13,292,0.0,203.51,Makeup,Paid Ads,0.02,0.89
CUST_10666,Female,16.0,Kenya,2023-02-26,2024-08-06,268,6.0,173.44,Skincare,Social Media,0.38,1.0
CUST_10667,M,56.0,Kenya,2024-01-11,2024-04-09,387,3.0,622.87,Makeup,Paid Ads,0.16,1.0
CUST_10668,Male,26.0,UK,2024-07-06,2024-09-02,241,5.0,236.07,Makeup,Paid Ads,0.47,0.99
CUST_10669,Male,38.0,Kenya,2024-05-30,2025-01-01,120,2.0,59.64,Bodycare,Referral,0.1,0.48
CUST_10670,,39.0,Canada,2024-12-27,2025-03-05,57,5.0,490.27,Bodycare,Social Media,0.34,0.47
CUST_10671,Female,16.0,Canada,2023-03-31,2023-06-21,680,4.0,44.13,Skincare,Social Media,0.1,1.0
CUST_10672,Female,26.0,Canada,2023-06-04,2023-12-30,488,4.0,285.65,Bodycare,Referral,0.1,1.0
CUST_10673,Male,24.0,Canada,2024-03-30,2025-04-11,20,1.0,119.51,skincare,Paid Ads,0.28,0.31
CUST_10674,,38.0,Canada,2024-08-15,2025-02-06,84,3.0,97.69,Wellness,Referral,0.25,0.41
CUST_10675,,18.0,Kenya,2024-08-03,2024-10-09,204,3.0,386.6,Bodycare,Social Media,0.1,0.72
CUST_10676,F,35.0,USA,2023-06-01,2024-05-27,339,3.0,106.76,Makeup,Referral,0.3,1.0
CUST_10677,F,22.0,UK,2024-12-26,2025-03-24,38,5.0,132.78,Haircare,Organic Search,0.13,0.31
CUST_10678,F,43.0,Canada,2023-09-24,2024-10-06,207,3.0,286.31,Skincare,Social Media,0.49,0.68
CUST_10679,Male,47.0,Nigeria,2023-06-16,2024-12-13,139,4.0,20.23,Wellness,Paid Ads,0.2,0.53
CUST_10680,M,16.0,UK,2023-01-05,2025-01-30,91,5.0,143.37,Bodycare,Social Media,0.76,0.59
CUST_10681,,33.0,Nigeria,2024-03-28,2024-09-17,226,5.0,199.37,Skincare,Referral,0.23,0.79
CUST_10682,Female,30.0,Canada,2024-09-24,2025-04-27,4,3.0,43.37,Bodycare,Paid Ads,0.14,0.16
CUST_10683,,37.0,Kenya,2023-07-20,2023-08-12,628,2.0,170.3,Skincare,Email,0.35,1.0
CUST_10684,Male,42.0,Nigeria,2024-09-11,2025-01-19,102,0.0,51.5,Bodycare,Email,0.25,0.41
CUST_10685,F,41.0,USA,2023-10-19,2024-10-06,207,2.0,196.88,Makeup,Email,0.19,0.69
CUST_10686,M,35.0,Kenya,2023-06-17,2024-08-24,250,6.0,56.4,Makeup,Paid Ads,0.11,0.87
CUST_10687,Male,46.0,Nigeria,2023-12-10,2024-01-12,475,6.0,210.86,Wellness,Email,0.37,1.0
CUST_10688,F,33.0,Nigeria,2024-04-18,2025-04-16,15,0.0,36.72,Haircare,Email,0.28,0.23
CUST_10689,F,28.0,USA,2023-11-06,2024-09-12,231,7.0,159.46,haircare,Organic Search,0.47,0.74
CUST_10690,Male,55.0,Canada,2023-05-08,2025-03-07,55,5.0,524.47,Haircare,Paid Ads,0.2,0.47
CUST_10691,Female,40.0,Kenya,2024-05-19,2024-06-22,313,5.0,89.42,Wellness,Social Media,0.14,1.0
CUST_10692,M,32.0,USA,2024-01-18,2024-10-06,207,3.0,1090.9,Bodycare,Organic Search,0.15,0.89
CUST_10693,Male,38.0,UK,2024-01-01,2024-03-24,403,0.0,389.19,bodycare,Social Media,0.25,1.0
CUST_10694,,18.0,USA,2024-06-10,2024-09-17,226,1.0,510.61,Skincare,Paid Ads,0.34,0.92
CUST_10695,,33.0,Kenya,2024-12-02,2025-02-17,73,5.0,144.43,Bodycare,Referral,0.32,0.49
CUST_10696,F,37.0,USA,2023-05-21,2024-11-01,181,1.0,80.29,Wellness,Paid Ads,0.14,0.66
CUST_10697,Female,38.0,Nigeria,2023-08-15,2024-02-23,433,4.0,160.98,Makeup,Referral,0.3,1.0
CUST_10698,Female,46.0,USA,2023-04-30,2023-09-11,598,4.0,167.86,Bodycare,Paid Ads,0.22,1.0
CUST_10699,M,35.0,Nigeria,2024-06-19,2024-12-11,141,2.0,296.13,Skincare,Paid Ads,0.18,0.3
CUST_10700,Male,37.0,UK,2023-05-14,2023-08-02,638,4.0,469.32,Skincare,Email,0.13,1.0
CUST_10701,M,,USA,2023-02-03,2025-04-25,6,4.0,90.28,Wellness,Social Media,0.1,0.23
CUST_10702,Female,36.0,USA,2023-04-09,2023-08-13,627,6.0,169.53,Haircare,Social Media,0.48,1.0
